sequence_id,config_id,dimension_id,order,overrides,raw_correct_s,raw_wrong_s,raw_lost_s,raw_wrong_ratio,raw_lost_ratio,tim_correct_s,tim_wrong_s,tim_lost_s,tim_absent_valid_s,tim_no_selection_s,tim_correct_ratio,tim_wrong_ratio,tim_lost_ratio,tim_wrong_burst_count,tim_wrong_handover_count,tim_longest_wrong_burst_s,recovery_attempt_count,correct_candidate_suppressed_duration_s,hard_negative_contamination_count,positive_memory_contamination_count,total_memory_contamination_count,delta_wrong_s_vs_baseline,delta_lost_s_vs_baseline,delta_correct_s_vs_baseline
dev_june_seq03,appearance_conservative_margin_higher_1,appearance_conservative_margin,15,"{""appearance_conservative_margin"": 0.07}",12.457,54.02,29.25,0.564,0.306,73.342,6.053,16.332,0.0,0.0,0.766,0.063,0.171,9,0,1.3499999999999943,77,6.381000000000004,8,113,121,0.0,0.5500000000000007,-0.5499999999999972
dev_june_seq03,appearance_conservative_margin_higher_2,appearance_conservative_margin,16,"{""appearance_conservative_margin"": 0.09}",12.457,54.02,29.25,0.564,0.306,72.742,6.053,16.932,0.0,0.0,0.76,0.063,0.177,9,0,1.3499999999999943,77,6.981000000000003,8,113,121,0.0,1.1499999999999986,-1.1499999999999915
dev_june_seq03,hard_negative_reject_similarity_lower_2,hard_negative_reject_similarity,17,"{""hard_negative_reject_similarity"": 0.7}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_similarity_lower_1,hard_negative_reject_similarity,18,"{""hard_negative_reject_similarity"": 0.75}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_similarity_higher_1,hard_negative_reject_similarity,19,"{""hard_negative_reject_similarity"": 0.85}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_similarity_higher_2,hard_negative_reject_similarity,20,"{""hard_negative_reject_similarity"": 0.9}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_margin_lower_2,hard_negative_reject_margin,21,"{""hard_negative_reject_margin"": 0.0}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_margin_lower_1,hard_negative_reject_margin,22,"{""hard_negative_reject_margin"": 0.015}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_margin_higher_1,hard_negative_reject_margin,23,"{""hard_negative_reject_margin"": 0.045}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,hard_negative_reject_margin_higher_2,hard_negative_reject_margin,24,"{""hard_negative_reject_margin"": 0.06}",12.457,54.02,29.25,0.564,0.306,73.892,6.053,15.782,0.0,0.0,0.772,0.063,0.165,9,0,1.3499999999999943,77,5.831000000000003,8,113,121,0.0,0.0,0.0
dev_june_seq03,confirmation_time_lower_1,confirmation_time,25,"{""min_confirm_frames_after_reacquire"": 0}",12.457,54.02,29.25,0.564,0.306,74.642,6.203,14.882,0.0,0.0,0.78,0.065,0.155,9,0,1.3499999999999943,68,5.431000000000004,8,116,124,0.15000000000000036,-0.9000000000000004,0.75
dev_june_seq03,confirmation_time_higher_1,confirmation_time,26,"{""min_confirm_frames_after_reacquire"": 2}",12.457,54.02,29.25,0.564,0.306,73.542,5.853,16.332,0.0,0.0,0.768,0.061,0.171,9,0,1.3499999999999943,77,6.181000000000004,8,110,118,-0.20000000000000018,0.5500000000000007,-0.3499999999999943
