run_id	condition	frame_id	gallery	gallery_size	state	control_mode	candidate_track_ids	target_track_id	best_track_id	all_scores_exact	best_present	strict_full	mars_top1	repvgg_top1	mars_margin	repvgg_margin	pairwise_agreement	pairwise_disagreement	pairwise_ties
r3_all_candidates_hailo	all_candidates_hailo	900	all_target_history	69	UNCERTAIN	YAW_ONLY	[1,41]	41	41	True	True	True	41	41	0.22863518224483537	0.19505028855095385	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	900	updated_target_gallery	58	UNCERTAIN	YAW_ONLY	[1,41]	41	41	True	True	True	41	41	0.24239069616131204	0.2147528872117932	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	926	all_target_history	74	LOCKED	NORMAL	[1,41]	41	41	True	True	True	41	41	0.1371329567269789	0.22630026503934353	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	926	updated_target_gallery	59	LOCKED	NORMAL	[1,41]	41	41	True	True	True	41	41	0.1468980107020701	0.2439948692853725	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	934	all_target_history	76	LOCKED	NORMAL	[41,60]	41	41	True	True	True	41	41	0.3646483913317118	0.1947390926334427	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	934	updated_target_gallery	60	LOCKED	NORMAL	[41,60]	41	41	True	True	True	41	41	0.37689668923019726	0.20368257424009661	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	937	all_target_history	77	LOCKED	NORMAL	[41,60]	41	41	True	True	True	41	41	0.27755650184055547	0.2652041214859041	1	0	0
r3_all_candidates_hailo	all_candidates_hailo	937	updated_target_gallery	60	LOCKED	NORMAL	[41,60]	41	41	True	True	True	41	41	0.28075157139922124	0.2765454252730861	1	0	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	508	all_target_history	77	UNCERTAIN	YAW_ONLY	[1,2]	1	1	False	True	False	1	2	0.030591915747423926	0.0856050318639987	0	1	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	508	updated_target_gallery	73	UNCERTAIN	YAW_ONLY	[1,2]	1	1	False	True	False	1	2	0.02665205186588704	0.09077013046964566	0	1	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	701	all_target_history	102	LOST	HOVER	[1,41]	1	1	False	True	False	1	1	0.3096686023348427	0.3614898967748389	1	0	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	701	updated_target_gallery	95	LOST	HOVER	[1,41]	1	1	False	True	False	1	1	0.30716374941851365	0.35708390451439076	1	0	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	708	all_target_history	103	REACQUIRED	CONFIRM	[1,41]	1	1	False	True	False	1	1	0.3923793552616057	0.40979075705992474	1	0	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	708	updated_target_gallery	95	REACQUIRED	CONFIRM	[1,41]	1	1	False	True	False	1	1	0.3919885000380292	0.4095041493547069	1	0	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	834	all_target_history	129	LOST	HOVER	[1,41]	1	41	False	True	False	41	1	0.05554619441330977	0.05902125603824815	0	1	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	834	updated_target_gallery	118	LOST	HOVER	[1,41]	1	41	False	True	False	41	1	0.0574928234549017	0.05743039351399348	0	1	0
r3_ambiguity_guarded_hailo	ambiguity_guarded_hailo	842	all_target_history	131	REACQUIRED	CONFIRM	[1,41]	1	41	True	True	True	41	41	0.3264803259277299	0.38916096040351766	1	0	0
